date,account_address,balance_eth,networth_usd,gas_spent,gas_spent_addr,first_seen,persona_name
4/12/2019 23:58:00,0xThe_2164,178.01754610344864,29150.373174439716,,0.0,2015-01-01,The Hodler
4/19/2019 23:58:00,0xThe_2164,178.01754610344864,30926.98828455213,,0.0,2015-01-01,The Hodler
4/26/2019 23:58:00,0xThe_2164,178.01754610344864,27710.211226462816,,0.0,2015-01-01,The Hodler
5/3/2019 23:58:00,0xThe_2164,178.01754610344864,28812.139836843162,,0.0,2015-01-01,The Hodler
5/10/2019 23:58:00,0xThe_2164,185.90210136940738,36063.14864465134,,36411.0,2015-01-01,The Hodler
5/17/2019 23:58:00,0xThe_2164,185.90210136940738,43506.66878348241,,0.0,2015-01-01,The Hodler
5/24/2019 23:58:00,0xThe_2164,185.90210136940738,46763.67359947443,,0.0,2015-01-01,The Hodler
5/31/2019 23:58:00,0xThe_2164,185.90210136940738,49223.15840059168,,0.0,2015-01-01,The Hodler
6/7/2019 23:58:00,0xThe_2164,185.90210136940738,45415.88336454622,,0.0,2015-01-01,The Hodler
6/14/2019 23:58:00,0xThe_2164,185.90210136940738,50061.576877767715,,0.0,2015-01-01,The Hodler
6/21/2019 23:58:00,0xThe_2164,185.90210136940738,57348.939251448486,,0.0,2015-01-01,The Hodler
6/28/2019 23:58:00,0xThe_2164,185.90210136940738,58930.966134102135,,0.0,2015-01-01,The Hodler
7/5/2019 23:58:00,0xThe_2164,185.90210136940738,53459.86729080048,,0.0,2015-01-01,The Hodler
7/12/2019 23:58:00,0xThe_2164,185.90210136940738,50015.101352425365,,0.0,2015-01-01,The Hodler
7/19/2019 23:58:00,0xThe_2164,185.90210136940738,42551.13198244365,,0.0,2015-01-01,The Hodler
7/26/2019 23:58:00,0xThe_2164,185.90210136940738,38401.79707987848,,0.0,2015-01-01,The Hodler
8/2/2019 23:58:00,0xThe_2164,193.96441722529542,43087.255642427124,,29697.0,2015-01-01,The Hodler
8/9/2019 23:58:00,0xThe_2164,193.96441722529542,39981.885322650145,,0.0,2015-01-01,The Hodler
8/16/2019 23:58:00,0xThe_2164,193.96441722529542,35997.85619284258,,0.0,2015-01-01,The Hodler
8/23/2019 23:58:00,0xThe_2164,193.96441722529542,37025.86760413664,,0.0,2015-01-01,The Hodler
8/30/2019 23:58:00,0xThe_2164,203.0279883921474,34943.14708217249,,34875.0,2015-01-01,The Hodler
9/6/2019 23:58:00,0xThe_2164,203.0279883921474,36155.22417287361,,0.0,2015-01-01,The Hodler
9/13/2019 23:58:00,0xThe_2164,203.0279883921474,38341.835607857036,,0.0,2015-01-01,The Hodler
9/20/2019 23:58:00,0xThe_2164,203.0279883921474,43610.411906633264,,0.0,2015-01-01,The Hodler
9/27/2019 23:58:00,0xThe_2164,203.0279883921474,35306.567181394435,,0.0,2015-01-01,The Hodler
10/4/2019 23:58:00,0xThe_2164,203.0279883921474,35881.136388544204,,0.0,2015-01-01,The Hodler
10/11/2019 23:58:00,0xThe_2164,203.0279883921474,36516.613992211634,,0.0,2015-01-01,The Hodler
10/18/2019 23:58:00,0xThe_2164,203.0279883921474,34939.08652240464,,0.0,2015-01-01,The Hodler
10/25/2019 23:58:00,0xThe_2164,203.0279883921474,36551.1287502383,,0.0,2015-01-01,The Hodler
11/1/2019 23:58:00,0xThe_2164,203.0279883921474,37208.93943262885,,0.0,2015-01-01,The Hodler
11/8/2019 23:58:00,0xThe_2164,203.0279883921474,37535.81449394021,,0.0,2015-01-01,The Hodler
11/15/2019 23:58:00,0xThe_2164,203.0279883921474,37001.85088446886,,0.0,2015-01-01,The Hodler
11/22/2019 23:58:00,0xThe_2164,203.0279883921474,30860.254235606404,,0.0,2015-01-01,The Hodler
11/29/2019 23:58:00,0xThe_2164,203.0279883921474,30854.163395954638,,0.0,2015-01-01,The Hodler
12/6/2019 23:58:00,0xThe_2164,216.19404044498606,31873.487382804295,,21323.0,2015-01-01,The Hodler
12/13/2019 23:58:00,0xThe_2164,216.19404044498606,30658.476875503475,,0.0,2015-01-01,The Hodler
12/20/2019 23:58:00,0xThe_2164,216.19404044498606,27467.45283853548,,0.0,2015-01-01,The Hodler
12/27/2019 23:58:00,0xThe_2164,216.19404044498606,27666.351355744864,,0.0,2015-01-01,The Hodler
1/3/2020 23:58:00,0xThe_2164,216.19404044498606,28998.10664488598,,0.0,2015-01-01,The Hodler
1/10/2020 23:58:00,0xThe_2164,216.19404044498606,30835.75598866836,,0.0,2015-01-01,The Hodler
1/17/2020 23:58:00,0xThe_2164,216.19404044498606,37710.72647481892,,0.0,2015-01-01,The Hodler
1/24/2020 23:58:00,0xThe_2164,216.19404044498606,34616.98975605117,,0.0,2015-01-01,The Hodler
1/31/2020 23:58:00,0xThe_2164,216.19404044498606,39710.52134893504,,0.0,2015-01-01,The Hodler
2/7/2020 23:58:00,0xThe_2164,216.19404044498606,48291.26281419654,,0.0,2015-01-01,The Hodler
2/14/2020 23:58:00,0xThe_2164,216.19404044498606,57274.12519468571,,0.0,2015-01-01,The Hodler
2/21/2020 23:58:00,0xThe_2164,226.0208012608787,59235.30557364983,,28722.0,2015-01-01,The Hodler
2/28/2020 23:58:00,0xThe_2164,226.0208012608787,49396.846115565044,,0.0,2015-01-01,The Hodler
3/6/2020 23:58:00,0xThe_2164,226.0208012608787,53736.44549977391,,0.0,2015-01-01,The Hodler
3/13/2020 23:58:00,0xThe_2164,226.0208012608787,27612.961290041552,,0.0,2015-01-01,The Hodler
3/20/2020 23:58:00,0xThe_2164,226.0208012608787,29859.608054574688,,0.0,2015-01-01,The Hodler
3/27/2020 23:58:00,0xThe_2164,226.0208012608787,29687.832245616417,,0.0,2015-01-01,The Hodler
4/3/2020 23:58:00,0xThe_2164,226.0208012608787,32655.485366171753,,0.0,2015-01-01,The Hodler
4/10/2020 23:58:00,0xThe_2164,226.0208012608787,35835.59803991232,,0.0,2015-01-01,The Hodler
4/17/2020 23:58:00,0xThe_2164,226.0208012608787,42369.859404364324,,0.0,2015-01-01,The Hodler
4/24/2020 23:58:00,0xThe_2164,226.0208012608787,43963.30605325352,,0.0,2015-01-01,The Hodler
5/1/2020 23:58:00,0xThe_2164,226.0208012608787,48424.95667014326,,0.0,2015-01-01,The Hodler
5/8/2020 23:58:00,0xThe_2164,226.0208012608787,47586.4194974654,,0.0,2015-01-01,The Hodler
5/15/2020 23:58:00,0xThe_2164,226.0208012608787,45323.951276844,,0.0,2015-01-01,The Hodler
5/22/2020 23:58:00,0xThe_2164,235.80802350073813,48765.09925995265,,27758.0,2015-01-01,The Hodler
5/29/2020 23:58:00,0xThe_2164,235.80802350073813,57367.37595725957,,0.0,2015-01-01,The Hodler
6/5/2020 23:58:00,0xThe_2164,235.80802350073813,57060.82552670861,,0.0,2015-01-01,The Hodler
6/12/2020 23:58:00,0xThe_2164,235.80802350073813,56162.3969571708,,0.0,2015-01-01,The Hodler
6/19/2020 23:58:00,0xThe_2164,251.45421237326065,57532.72379100204,,37795.0,2015-01-01,The Hodler
6/26/2020 23:58:00,0xThe_2164,251.45421237326065,55463.2556231701,,0.0,2015-01-01,The Hodler
7/3/2020 23:58:00,0xThe_2164,251.45421237326065,57668.5090656836,,0.0,2015-01-01,The Hodler
7/10/2020 23:58:00,0xThe_2164,251.45421237326065,60140.303973312744,,0.0,2015-01-01,The Hodler
7/17/2020 23:58:00,0xThe_2164,251.45421237326065,59292.90327761486,,0.0,2015-01-01,The Hodler
7/24/2020 23:58:00,0xThe_2164,251.45421237326065,76696.04931596822,,0.0,2015-01-01,The Hodler
7/31/2020 23:58:00,0xThe_2164,261.6649591781081,101369.00518559908,,37807.0,2015-01-01,The Hodler
8/7/2020 23:58:00,0xThe_2164,277.4410134617413,109125.87382490671,,24174.0,2015-01-01,The Hodler
8/14/2020 23:58:00,0xThe_2164,277.4410134617413,120206.86790256866,,0.0,2015-01-01,The Hodler
8/21/2020 23:58:00,0xThe_2164,277.4410134617413,109852.76928017646,,0.0,2015-01-01,The Hodler
8/28/2020 23:58:00,0xThe_2164,277.4410134617413,110582.43914558085,,0.0,2015-01-01,The Hodler
9/4/2020 23:58:00,0xThe_2164,277.4410134617413,93012.09976304877,,0.0,2015-01-01,The Hodler
9/11/2020 23:58:00,0xThe_2164,277.4410134617413,107594.3994305979,,0.0,2015-01-01,The Hodler
9/18/2020 23:58:00,0xThe_2164,277.4410134617413,106823.11341317424,,0.0,2015-01-01,The Hodler
9/25/2020 23:58:00,0xThe_2164,277.4410134617413,98488.78536878354,,0.0,2015-01-01,The Hodler
10/2/2020 23:58:00,0xThe_2164,277.4410134617413,96044.53004018561,,0.0,2015-01-01,The Hodler
10/9/2020 23:58:00,0xThe_2164,277.4410134617413,102900.09748282524,,0.0,2015-01-01,The Hodler
10/16/2020 23:58:00,0xThe_2164,277.4410134617413,102275.85520253632,,0.0,2015-01-01,The Hodler
10/23/2020 23:58:00,0xThe_2164,277.4410134617413,114477.7109745837,,0.0,2015-01-01,The Hodler
10/30/2020 23:58:00,0xThe_2164,290.7839737981248,112530.49002013632,,36758.0,2015-01-01,The Hodler
11/6/2020 23:58:00,0xThe_2164,290.7839737981248,126738.1949799127,,0.0,2015-01-01,The Hodler
11/13/2020 23:58:00,0xThe_2164,309.8297775525709,142881.1002161436,,47024.0,2015-01-01,The Hodler
11/20/2020 23:58:00,0xThe_2164,309.8297775525709,170781.2716847526,,0.0,2015-01-01,The Hodler
11/27/2020 23:58:00,0xThe_2164,309.8297775525709,166607.86458111947,,0.0,2015-01-01,The Hodler
12/4/2020 23:58:00,0xThe_2164,325.26337476990767,193808.1818566495,,31236.0,2015-01-01,The Hodler
12/11/2020 23:58:00,0xThe_2164,325.26337476990767,184931.7443591787,,0.0,2015-01-01,The Hodler
12/18/2020 23:58:00,0xThe_2164,325.26337476990767,214355.06924086454,,0.0,2015-01-01,The Hodler
12/25/2020 23:58:00,0xThe_2164,325.26337476990767,206880.51688865206,,0.0,2015-01-01,The Hodler
1/1/2021 23:58:00,0xThe_2164,325.26337476990767,252176.6944591094,,0.0,2015-01-01,The Hodler
1/8/2021 23:58:00,0xThe_2164,347.9291269346587,445899.01049691986,,23307.0,2015-01-01,The Hodler
1/15/2021 23:58:00,0xThe_2164,364.65990577631567,450198.17987426603,,23524.0,2015-01-01,The Hodler
1/22/2021 23:58:00,0xThe_2164,364.65990577631567,450190.8866761505,,0.0,2015-01-01,The Hodler
1/29/2021 23:58:00,0xThe_2164,387.119683801675,534000.6342297066,,41303.0,2015-01-01,The Hodler
2/5/2021 23:58:00,0xThe_2164,387.119683801675,650272.0312595397,,0.0,2015-01-01,The Hodler
2/12/2021 23:58:00,0xThe_2164,387.119683801675,703787.4563482832,,0.0,2015-01-01,The Hodler
2/19/2021 23:58:00,0xThe_2164,387.119683801675,741512.2695347564,,0.0,2015-01-01,The Hodler
2/26/2021 23:58:00,0xThe_2164,387.119683801675,566212.863118844,,0.0,2015-01-01,The Hodler
3/5/2021 23:58:00,0xThe_2164,387.119683801675,638956.5229020166,,0.0,2015-01-01,The Hodler
3/12/2021 23:58:00,0xThe_2164,387.119683801675,744973.1195079434,,0.0,2015-01-01,The Hodler
3/19/2021 23:58:00,0xThe_2164,387.119683801675,699416.8751181624,,0.0,2015-01-01,The Hodler
3/26/2021 23:58:00,0xThe_2164,387.119683801675,663476.6836740149,,0.0,2015-01-01,The Hodler
4/2/2021 23:58:00,0xThe_2164,387.119683801675,777820.2246785156,,0.0,2015-01-01,The Hodler
4/9/2021 23:58:00,0xThe_2164,387.119683801675,825695.3159742687,,0.0,2015-01-01,The Hodler
4/16/2021 23:58:00,0xThe_2164,387.119683801675,899948.742524268,,0.0,2015-01-01,The Hodler
4/23/2021 23:58:00,0xThe_2164,387.119683801675,856041.627987482,,0.0,2015-01-01,The Hodler
4/30/2021 23:58:00,0xThe_2164,387.119683801675,1141584.9779564356,,0.0,2015-01-01,The Hodler
5/7/2021 23:58:00,0xThe_2164,387.119683801675,1516541.3612930619,,0.0,2015-01-01,The Hodler
5/14/2021 23:58:00,0xThe_2164,387.119683801675,1412739.0892784807,,0.0,2015-01-01,The Hodler
5/21/2021 23:58:00,0xThe_2164,387.119683801675,890379.1439406907,,0.0,2015-01-01,The Hodler
5/28/2021 23:58:00,0xThe_2164,387.119683801675,882838.052500234,,0.0,2015-01-01,The Hodler
6/4/2021 23:58:00,0xThe_2164,387.119683801675,1014656.1760315422,,0.0,2015-01-01,The Hodler
